测量点,数据日期,正向有功-总,示数,正向无功-总,示数
分表０２,2016/7/29,0,"5,317.29",0,"2,808.51"
分表０２,2016/7/30,0,"5,317.29",0,"2,808.51"
分表０２,2016/7/31,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/1,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/2,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/3,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/4,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/5,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/6,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/7,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/8,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/9,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/10,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/11,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/12,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/13,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/14,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/15,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/16,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/17,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/18,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/19,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/20,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/21,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/22,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/23,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/24,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/25,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/26,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/27,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/28,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/29,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/30,0,"5,317.29",0,"2,808.51"
分表０２,2016/8/31,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/1,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/2,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/3,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/4,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/5,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/6,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/7,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/8,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/9,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/10,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/11,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/12,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/13,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/14,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/15,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/16,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/17,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/18,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/19,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/20,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/21,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/22,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/23,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/24,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/25,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/26,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/27,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/28,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/29,0,"5,317.29",0,"2,808.51"
分表０２,2016/9/30,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/1,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/2,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/3,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/4,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/5,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/6,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/7,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/8,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/9,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/10,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/11,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/12,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/13,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/14,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/15,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/16,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/17,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/18,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/19,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/20,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/21,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/22,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/23,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/24,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/25,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/26,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/27,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/28,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/29,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/30,0,"5,317.29",0,"2,808.51"
分表０２,2016/10/31,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/1,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/2,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/3,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/4,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/5,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/6,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/7,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/8,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/9,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/10,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/11,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/12,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/13,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/14,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/15,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/16,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/17,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/18,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/19,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/20,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/21,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/22,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/23,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/24,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/25,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/26,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/27,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/28,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/29,0,"5,317.29",0,"2,808.51"
分表０２,2016/11/30,0,"5,317.29",0,"2,808.51"
