数据日期,用户名称,运行容量,电能表号,综合倍率,表位数,在线情况,总(正向有功),尖(正向有功),峰(正向有功),平(正向有功),谷(正向有功),总(正向无功)
2016-01-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3066.67,0,0,3066.67,0,751.69
2016-01-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3085.69,0,0,3085.69,0,756.39
2016-01-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3107.73,0,0,3107.73,0,762.01
2016-01-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3129.81,0,0,3129.81,0,767.04
2016-01-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3154.9,0,0,3154.9,0,772.86
2016-01-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3181.12,0,0,3181.12,0,778.69
2016-01-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3198.84,0,0,3198.84,0,782.81
2016-01-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3216.89,0,0,3216.89,0,786.88
2016-01-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3242.14,0,0,3242.14,0,792.82
2016-01-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3269.49,0,0,3269.49,0,799.15
2016-01-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3294.47,0,0,3294.47,0,805.17
2016-01-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3317.92,0,0,3317.92,0,809.84
2016-01-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3343.05,0,0,3343.05,0,815.74
2016-01-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3366.91,0,0,3366.91,0,820.59
2016-01-31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3394.43,0,0,3394.43,0,826.02
2016-02-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3424.02,0,0,3424.02,0,831.38
2016-02-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3446.94,0,0,3446.94,0,835.83
2016-02-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3463.87,0,0,3463.87,0,838.82
2016-02-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3469.62,0,0,3469.62,0,840.42
2016-02-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3472.26,0,0,3472.26,0,841.41
2016-02-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3473.54,0,0,3473.54,0,841.92
2016-02-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3474.6,0,0,3474.6,0,842.43
2016-02-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3475.53,0,0,3475.53,0,842.93
2016-02-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3476.48,0,0,3476.48,0,843.43
2016-02-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3477.41,0,0,3477.41,0,843.93
2016-02-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3478.34,0,0,3478.34,0,844.43
2016-02-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3479.29,0,0,3479.29,0,844.93
2016-02-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3480.76,0,0,3480.76,0,845.43
2016-02-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3487.55,0,0,3487.55,0,847.54
2016-02-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3504.73,0,0,3504.73,0,851.91
2016-02-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3520.9,0,0,3520.9,0,856.16
2016-02-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3535.8,0,0,3535.8,0,860.07
2016-02-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3549.11,0,0,3549.11,0,863.88
2016-02-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3562.49,0,0,3562.49,0,867.73
2016-02-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3573.87,0,0,3573.87,0,871.55
2016-02-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3581.6,0,0,3581.6,0,873.61
2016-02-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3589.42,0,0,3589.42,0,875.65
2016-02-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3601.63,0,0,3601.63,0,879.79
2016-02-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3613.61,0,0,3613.61,0,884.23
2016-02-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3624.66,0,0,3624.66,0,887.86
2016-02-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3635.19,0,0,3635.19,0,891.49
2016-02-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3645.79,0,0,3645.79,0,895.21
2016-02-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3654.15,0,0,3654.15,0,898.3
2016-02-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3664.48,0,0,3664.48,0,902.49
2016-03-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3675.17,0,0,3675.17,0,906.3
2016-03-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3685.39,0,0,3685.39,0,910.22
2016-03-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3695.56,0,0,3695.56,0,914.25
2016-03-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3704.72,0,0,3704.72,0,917.74
2016-11-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6322,0,0,6322,0,1776.53
2016-11-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6336.72,0,0,6336.72,0,1783.45
2016-11-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6351.44,0,0,6351.44,0,1790.06
2016-11-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6364.4,0,0,6364.4,0,1796.14
2016-11-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6375.03,0,0,6375.03,0,1801.46
2016-11-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6382.86,0,0,6382.86,0,1803.53
2016-11-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6394.21,0,0,6394.21,0,1807.95
2016-11-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6407.85,0,0,6407.85,0,1813.71
2016-11-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6422.23,0,0,6422.23,0,1820.27
2016-11-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6436.24,0,0,6436.24,0,1826.31
2016-11-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6449.75,0,0,6449.75,0,1832.44
2016-11-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6461.19,0,0,6461.19,0,1838.29
2016-11-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6470.28,0,0,6470.28,0,1841.77
2016-11-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6481.58,0,0,6481.58,0,1846.56
2016-11-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6493.39,0,0,6493.39,0,1851.47
2016-11-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6505.49,0,0,6505.49,0,1856.4
2016-11-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6517.54,0,0,6517.54,0,1861.47
2016-11-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6529.41,0,0,6529.41,0,1866.51
2016-11-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6539.65,0,0,6539.65,0,1871.81
2016-11-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6547.04,0,0,6547.04,0,1874.01
2016-11-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6557.91,0,0,6557.91,0,1878.48
2016-11-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6574.46,0,0,6574.46,0,1884.92
2016-11-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6598.86,0,0,6598.86,0,1893.89
2016-11-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6622.76,0,0,6622.76,0,1901.99
2016-11-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6647.75,0,0,6647.75,0,1910.03
2016-11-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6666.67,0,0,6666.67,0,1916.34
2016-11-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6681.04,0,0,6681.04,0,1919.94
2016-11-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6697.71,0,0,6697.71,0,1925.36
2016-11-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6715.71,0,0,6715.71,0,1931.72
2016-10-31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6308.21,0,0,6308.21,0,1770.16
2016-03-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3713.27,0,0,3713.27,0,920.82
2016-03-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3719.87,0,0,3719.87,0,922.26
2016-03-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3729.56,0,0,3729.56,0,926.14
2016-03-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3740.63,0,0,3740.63,0,930.39
2016-03-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3753.56,0,0,3753.56,0,934.99
2016-03-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3767.38,0,0,3767.38,0,940.16
2016-03-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3778.96,0,0,3778.96,0,944.38
2016-03-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3789.51,0,0,3789.51,0,948.75
2016-03-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3797.47,0,0,3797.47,0,952.16
2016-03-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3807.66,0,0,3807.66,0,956.53
2016-03-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3818.32,0,0,3818.32,0,960.72
2016-03-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3829.01,0,0,3829.01,0,964.85
2016-03-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3839.09,0,0,3839.09,0,968.63
2016-03-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3848.55,0,0,3848.55,0,972.37
2016-03-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3856.2,0,0,3856.2,0,975.62
2016-03-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3864.73,0,0,3864.73,0,978.99
2016-03-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3874,0,0,3874,0,982.41
2016-03-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3883.54,0,0,3883.54,0,986.23
2016-03-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3893.24,0,0,3893.24,0,989.97
2016-03-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3901.99,0,0,3901.99,0,993.49
2016-03-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3912.01,0,0,3912.01,0,997.81
2016-03-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3921.84,0,0,3921.84,0,1001.39
2016-03-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3928.1,0,0,3928.1,0,1002.93
2016-03-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3937.4,0,0,3937.4,0,1007.07
2016-03-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3946.56,0,0,3946.56,0,1010.82
2016-03-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3955.76,0,0,3955.76,0,1014.3
2016-03-31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3964.84,0,0,3964.84,0,1018.19
2016-04-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3972.6,0,0,3972.6,0,1021.21
2016-04-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3978.08,0,0,3978.08,0,1022.83
2016-04-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3982.59,0,0,3982.59,0,1024.24
2016-04-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3987.99,0,0,3987.99,0,1025.95
2016-04-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3996.9,0,0,3996.9,0,1029.64
2016-04-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4005.6,0,0,4005.6,0,1032.79
2016-04-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4014.34,0,0,4014.34,0,1036.3
2016-04-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4022.31,0,0,4022.31,0,1039.67
2016-04-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4030.18,0,0,4030.18,0,1042.91
2016-04-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4035.43,0,0,4035.43,0,1044.22
2016-04-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4043.35,0,0,4043.35,0,1047.56
2016-04-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4051.37,0,0,4051.37,0,1051.08
2016-04-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4059.01,0,0,4059.01,0,1054.62
2016-04-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4066.83,0,0,4066.83,0,1058.22
2016-04-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4074.1,0,0,4074.1,0,1061.1
2016-04-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4080.39,0,0,4080.39,0,1064.44
2016-04-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4085.6,0,0,4085.6,0,1065.83
2016-04-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4093.5,0,0,4093.5,0,1069.31
2016-04-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4101.4,0,0,4101.4,0,1072.51
2016-04-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4109.72,0,0,4109.72,0,1075.69
2016-04-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4117.81,0,0,4117.81,0,1079.11
2016-04-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4125.19,0,0,4125.19,0,1082.34
2016-04-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4132.77,0,0,4132.77,0,1084.99
2016-04-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4139.62,0,0,4139.62,0,1087.92
2016-04-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4147.71,0,0,4147.71,0,1091.56
2016-04-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4156.19,0,0,4156.19,0,1095.15
2016-04-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4163.71,0,0,4163.71,0,1098.16
2016-04-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4171.98,0,0,4171.98,0,1102.11
2016-04-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4178.86,0,0,4178.86,0,1105.08
2016-04-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4182.79,0,0,4182.79,0,1106.16
2016-05-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4186.51,0,0,4186.51,0,1107.34
2016-05-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4190.24,0,0,4190.24,0,1108.37
2016-05-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4197.65,0,0,4197.65,0,1112.04
2016-05-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4205.32,0,0,4205.32,0,1115.57
2016-05-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4212.38,0,0,4212.38,0,1118.14
2016-05-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4219.94,0,0,4219.94,0,1121.58
2016-05-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4226.77,0,0,4226.77,0,1123.92
2016-05-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4232.76,0,0,4232.76,0,1126.08
2016-05-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4240.28,0,0,4240.28,0,1128.75
2016-05-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4248.12,0,0,4248.12,0,1132.35
2016-05-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4256.24,0,0,4256.24,0,1136.33
2016-05-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4264.52,0,0,4264.52,0,1140.23
2016-05-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4272.1,0,0,4272.1,0,1143.33
2016-05-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4278.35,0,0,4278.35,0,1146.5
2016-05-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4283.12,0,0,4283.12,0,1147.92
2016-05-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4291.11,0,0,4291.11,0,1151.91
2016-05-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4298.95,0,0,4298.95,0,1155.43
2016-05-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4307.01,0,0,4307.01,0,1158.78
2016-05-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4314.27,0,0,4314.27,0,1161.36
2016-05-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4321.87,0,0,4321.87,0,1164.26
2016-05-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4329.03,0,0,4329.03,0,1166.51
2016-05-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4334.21,0,0,4334.21,0,1167.9
2016-05-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4341.69,0,0,4341.69,0,1170.99
2016-05-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4349.45,0,0,4349.45,0,1174.41
2016-05-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4356.76,0,0,4356.76,0,1177.47
2016-05-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4364.37,0,0,4364.37,0,1180.96
2016-05-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4371.9,0,0,4371.9,0,1183.81
2016-05-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4377.88,0,0,4377.88,0,1186.54
2016-05-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4383,0,0,4383,0,1187.91
2016-05-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4390,0,0,4390,0,1190.87
2016-05-31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4397.76,0,0,4397.76,0,1193.53
2016-06-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4405.87,0,0,4405.87,0,1196.38
2016-06-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4413.82,0,0,4413.82,0,1199.31
2016-06-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4421.96,0,0,4421.96,0,1202.36
2016-06-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4429.32,0,0,4429.32,0,1205.44
2016-06-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4434.31,0,0,4434.31,0,1206.79
2016-06-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4441.84,0,0,4441.84,0,1209.77
2016-06-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4449.88,0,0,4449.88,0,1212.9
2016-06-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4456.87,0,0,4456.87,0,1215.62
2016-06-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4461.2,0,0,4461.2,0,1216.72
2016-06-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4465.65,0,0,4465.65,0,1217.69
2016-06-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4471.48,0,0,4471.48,0,1219.02
2016-06-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4479.87,0,0,4479.87,0,1221.94
2016-06-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4488.92,0,0,4488.92,0,1224.69
2016-06-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4498.91,0,0,4498.91,0,1227.5
2016-06-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4508.86,0,0,4508.86,0,1230.44
2016-06-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4517.4,0,0,4517.4,0,1233.17
2016-06-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4526.1,0,0,4526.1,0,1235.7
2016-06-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4535.17,0,0,4535.17,0,1237.67
2016-06-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4541.88,0,0,4541.88,0,1238.83
2016-06-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4550.07,0,0,4550.07,0,1241.63
2016-06-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4560.15,0,0,4560.15,0,1244.42
2016-06-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4573.88,0,0,4573.88,0,1247.58
2016-06-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4589.83,0,0,4589.83,0,1251.49
2016-06-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4600.09,0,0,4600.09,0,1254.42
2016-06-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4605.48,0,0,4605.48,0,1256.89
2016-06-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4609.56,0,0,4609.56,0,1257.87
2016-06-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4616.15,0,0,4616.15,0,1260.73
2016-06-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4624.97,0,0,4624.97,0,1265.19
2016-06-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4634.38,0,0,4634.38,0,1269.76
2016-06-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4645.27,0,0,4645.27,0,1274.84
2016-07-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4654.69,0,0,4654.69,0,1278.95
2016-07-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4663.43,0,0,4663.43,0,1282.95
2016-07-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4669.48,0,0,4669.48,0,1284.15
2016-07-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4678.53,0,0,4678.53,0,1287.81
2016-07-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4688.64,0,0,4688.64,0,1292.89
2016-07-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4696.68,0,0,4696.68,0,1296.34
2016-07-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4705.98,0,0,4705.98,0,1299.73
2016-07-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4716.4,0,0,4716.4,0,1302.44
2016-07-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4723.68,0,0,4723.68,0,1303.19
2016-07-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4731.61,0,0,4731.61,0,1304.01
2016-07-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4746.45,0,0,4746.45,0,1307.59
2016-07-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4763.96,0,0,4763.96,0,1311.64
2016-07-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4780.57,0,0,4780.57,0,1315.16
2016-07-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4797.19,0,0,4797.19,0,1319.27
2016-07-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4811.34,0,0,4811.34,0,1323.27
2016-07-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4823.91,0,0,4823.91,0,1327.03
2016-07-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4833.71,0,0,4833.71,0,1327.61
2016-07-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4849.37,0,0,4849.37,0,1331.41
2016-07-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4864.33,0,0,4864.33,0,1335.73
2016-07-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4879.92,0,0,4879.92,0,1340.13
2016-07-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4895.75,0,0,4895.75,0,1344.23
2016-07-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4913.12,0,0,4913.12,0,1347.88
2016-07-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4921.24,0,0,4921.24,0,1348.28
2016-07-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4936.62,0,0,4936.62,0,1352.69
2016-07-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4959.04,0,0,4959.04,0,1357.05
2016-07-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,4983.87,0,0,4983.87,0,1362.44
2016-07-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5008.58,0,0,5008.58,0,1367.24
2016-07-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5033.87,0,0,5033.87,0,1372.1
2016-07-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5058.37,0,0,5058.37,0,1376.78
